jobTitle,categoriesName,locations,employment,salaryMin,salaryMax,salary_mid,main_category,main_location,salaryMin_scaled,salaryMax_scaled,salary_mid_scaled
Sales Executive,"Penjualan / Pemasaran,Penjualan Ritel",Kudus,Full-time,3000000.0,5200000.0,4100000.0,Penjualan / Pemasaran,Kudus,0.026315789473684202,0.06471816283924844,0.047729918509895226
Sales Executive,"Penjualan / Pemasaran,Penjualan Ritel",Mataram,Full-time,3000000.0,5200000.0,4100000.0,Penjualan / Pemasaran,Mataram,0.026315789473684202,0.06471816283924844,0.047729918509895226
Sales Executive,"Penjualan / Pemasaran,Penjualan Ritel",Tuban,Full-time,3500000.0,5500000.0,4500000.0,Penjualan / Pemasaran,Tuban,0.03947368421052632,0.07098121085594991,0.057043073341094284
Senior Digital Marketing,"Penjualan / Pemasaran,Digital Marketing",Surabaya,Full-time,5000000.0,8000000.0,6500000.0,Penjualan / Pemasaran,Surabaya,0.07894736842105263,0.1231732776617954,0.10360884749708962
Oracle Netsuite Functional Consultant,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,5500000.0,10000000.0,7750000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.09210526315789475,0.16492693110647183,0.13271245634458673
Oracle Netsuite Technical Consultant,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,5500000.0,10000000.0,7750000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.09210526315789475,0.16492693110647183,0.13271245634458673
Oracle Technical Consultant Trainee (Fresh Graduate Program),"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,4500000.0,6000000.0,5250000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.06578947368421054,0.08141962421711899,0.07450523864959255
Head Marketing Benang,"Penjualan / Pemasaran,Penjualan Ritel",Surakarta,Full-time,5000000.0,7000000.0,6000000.0,Penjualan / Pemasaran,Surakarta,0.07894736842105263,0.10229645093945719,0.0919674039580908
Purchasing Import (Mandarin),"Manufaktur,Pembelian/Manajemen Material",Jakarta Utara,Full-time,5000000.0,7000000.0,6000000.0,Manufaktur,Jakarta Utara,0.07894736842105263,0.10229645093945719,0.0919674039580908
Staff Digital Marketing Development,"Penjualan / Pemasaran,Digital Marketing",Jakarta Raya,Contract,4500000.0,6000000.0,5250000.0,Penjualan / Pemasaran,Jakarta Raya,0.06578947368421054,0.08141962421711899,0.07450523864959255
Komite Medis,"Sumber Daya Manusia/Personalia,Top Management / Manajemen Tingkat Atas",Jakarta Timur,Contract,10000000.0,14000000.0,12000000.0,Sumber Daya Manusia/Personalia,Jakarta Timur,0.21052631578947367,0.24843423799582462,0.23166472642607683
BackEnd Developer (Node.JS / GoLang),"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Bandung,Full-time,4000000.0,7500000.0,5750000.0,Komputer/Teknologi Informasi,Bandung,0.052631578947368425,0.11273486430062629,0.0861466821885914
Marketing,"Penjualan / Pemasaran,Telesales/Telemarketing",Jakarta Selatan,Contract,3700000.0,4500000.0,4100000.0,Penjualan / Pemasaran,Jakarta Selatan,0.04473684210526315,0.0501043841336117,0.047729918509895226
Technical And Integration Consultant,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,15000000.0,20000000.0,17500000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.34210526315789475,0.37369519832985393,0.359720605355064
Motion Graphic Designer,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Jakarta Utara,Full-time,7000000.0,10000000.0,8500000.0,Seni/Media/Komunikasi,Jakarta Utara,0.13157894736842107,0.16492693110647183,0.15017462165308498
CREATIVE DESIGNER (BANJARMASIN),"Seni/Media/Komunikasi,Seni / Desain Kreatif",Banjarmasin,Contract,3000000.0,4000000.0,3500000.0,Seni/Media/Komunikasi,Banjarmasin,0.026315789473684202,0.039665970772442584,0.03376018626309662
Dokter Kecantikan ( Beautician Internship),"Layanan Kesehatan,Diagnosa/Lainnya","Sumatera Utara,Jakarta Raya,Tangerang,Jawa Barat,Jawa Tengah,Aceh,Pekanbaru,Sumatera Selatan,Jawa Timur,Bali",Full-time,8000000.0,14200000.0,11100000.0,Layanan Kesehatan,Sumatera Utara,0.15789473684210528,0.2526096033402923,0.2107101280558789
Angular Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Bandung,Full-time,4000000.0,7000000.0,5500000.0,Komputer/Teknologi Informasi,Bandung,0.052631578947368425,0.10229645093945719,0.08032596041909196
Solution Design Executive,"Pelayanan,Logistik/Rantai Pasokan",Jakarta Raya,Full-time,9500000.0,12000000.0,10750000.0,Pelayanan,Jakarta Raya,0.19736842105263158,0.2066805845511482,0.20256111757857975
DRAFTER,"Bangunan/Konstruksi,Arsitek/Desain Interior",Medan,Full-time,2500000.0,4000000.0,3250000.0,Bangunan/Konstruksi,Medan,0.013157894736842098,0.039665970772442584,0.027939464493597195
Sales Executive,"Penjualan / Pemasaran,Penjualan Ritel",Badung,Full-time,3000000.0,5200000.0,4100000.0,Penjualan / Pemasaran,Badung,0.026315789473684202,0.06471816283924844,0.047729918509895226
Mandarin Translator,"Sumber Daya Manusia/Personalia,Sekretaris",Sulawesi Tengah,Contract,9000000.0,13000000.0,11000000.0,Sumber Daya Manusia/Personalia,Sulawesi Tengah,0.1842105263157895,0.22755741127348642,0.20838183934807913
Mobile Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Contract,6000000.0,8400000.0,7200000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.10526315789473684,0.1315240083507307,0.11990686845168799
Account Sales,"Penjualan / Pemasaran,Penjualan Ritel",Bekasi,Full-time,5500000.0,7700000.0,6600000.0,Penjualan / Pemasaran,Bekasi,0.09210526315789475,0.11691022964509395,0.1059371362048894
Mandarin Translator,"Manufaktur,Manufaktur",Bandung,Full-time,7000000.0,13000000.0,10000000.0,Manufaktur,Bandung,0.13157894736842107,0.22755741127348642,0.1850989522700815
Software Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Tasikmalaya,Full-time,2400000.0,3000000.0,2700000.0,Komputer/Teknologi Informasi,Tasikmalaya,0.010526315789473682,0.01878914405010438,0.015133876600698488
DevOps Engineer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Selatan,Full-time,9000000.0,13000000.0,11000000.0,Komputer/Teknologi Informasi,Jakarta Selatan,0.1842105263157895,0.22755741127348642,0.20838183934807913
Account Officer (Sales Representative),"Penjualan / Pemasaran,Penjualan - Korporasi",Tangerang,Full-time,4000000.0,5000000.0,4500000.0,Penjualan / Pemasaran,Tangerang,0.052631578947368425,0.0605427974947808,0.057043073341094284
IOS Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Pusat,Full-time,8000000.0,11200000.0,9600000.0,Komputer/Teknologi Informasi,Jakarta Pusat,0.15789473684210528,0.18997912317327767,0.17578579743888242
PERAWAT GIGI,"Layanan Kesehatan,Diagnosa/Lainnya",Jakarta Raya,Full-time,4000000.0,5500000.0,4750000.0,Layanan Kesehatan,Jakarta Raya,0.052631578947368425,0.07098121085594991,0.0628637951105937
Marketing Eksekutif,"Penjualan / Pemasaran,Penjualan Ritel",Jawa Timur,Full-time,2500000.0,3000000.0,2750000.0,Penjualan / Pemasaran,Jawa Timur,0.013157894736842098,0.01878914405010438,0.016298020954598362
Senior Tax Officer,"Akuntansi / Keuangan,Audit Pajak",Yogyakarta,Full-time,3500000.0,5000000.0,4250000.0,Akuntansi / Keuangan,Yogyakarta,0.03947368421052632,0.0605427974947808,0.051222351571594875
Backend Engineer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Yogyakarta,Full-time,3000000.0,5000000.0,4000000.0,Komputer/Teknologi Informasi,Yogyakarta,0.026315789473684202,0.0605427974947808,0.04540162980209545
Senior Financial Advisor - Gresik,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Gresik,Full-time,2500000.0,3250000.0,2875000.0,Penjualan / Pemasaran,Gresik,0.013157894736842098,0.02400835073068893,0.01920838183934808
Digital Marketing Communication,"Penjualan / Pemasaran,Digital Marketing",Banten,Contract,4500000.0,6000000.0,5250000.0,Penjualan / Pemasaran,Banten,0.06578947368421054,0.08141962421711899,0.07450523864959255
Senior Financial Advisor - Jember,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Jember,Full-time,2500000.0,3250000.0,2875000.0,Penjualan / Pemasaran,Jember,0.013157894736842098,0.02400835073068893,0.01920838183934808
Fitter Tubing (Balikpapan Based),"Teknik,Teknik Elektro",Jakarta Raya,Full-time,3500000.0,5000000.0,4250000.0,Teknik,Jakarta Raya,0.03947368421052632,0.0605427974947808,0.051222351571594875
ASST KEPALA PABRIK AMDK (AIR MINUM DALAM KEMASAN),"Sumber Daya Manusia/Personalia,Sekretaris",Kalimantan Timur,Contract,4000000.0,5600000.0,4800000.0,Sumber Daya Manusia/Personalia,Kalimantan Timur,0.052631578947368425,0.07306889352818371,0.06402793946449359
"Software Engineer, Full-stack","Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",Jakarta Selatan,Full-time,15000000.0,21000000.0,18000000.0,Komputer/Teknologi Informasi,Jakarta Selatan,0.34210526315789475,0.39457202505219213,0.3713620488940628
Online Product Specialist,"Penjualan / Pemasaran,E-commerce",Jakarta Pusat,Full-time,4420000.0,6188000.0,5304000.0,Penjualan / Pemasaran,Jakarta Pusat,0.06368421052631579,0.08534446764091858,0.07576251455180441
UI/UX Designer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Yogyakarta,Temporary,6000000.0,8400000.0,7200000.0,Komputer/Teknologi Informasi,Yogyakarta,0.10526315789473684,0.1315240083507307,0.11990686845168799
Accounting,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan","Jakarta Timur,Jakarta Utara",Full-time,2000000.0,3000000.0,2500000.0,Akuntansi / Keuangan,Jakarta Timur,0.0,0.01878914405010438,0.010477299185098952
.Net Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Jakarta Raya,Jawa Barat,Jawa Timur,Jawa Tengah",Contract,6000000.0,12000000.0,9000000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.10526315789473684,0.2066805845511482,0.1618160651920838
Software Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,5500000.0,8000000.0,6750000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.09210526315789475,0.1231732776617954,0.10942956926658906
Marketing Sales Head Bimbingan Belajar,"Penjualan / Pemasaran,Penjualan - Korporasi",Jakarta Timur,Full-time,4500000.0,6000000.0,5250000.0,Penjualan / Pemasaran,Jakarta Timur,0.06578947368421054,0.08141962421711899,0.07450523864959255
SOCIAL MEDIA AND MARKETING COMMUNICATION,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Timur,Full-time,2000000.0,2800000.0,2400000.0,Penjualan / Pemasaran,Jakarta Timur,0.0,0.014613778705636744,0.008149010477299184
Social Media Manager,"Penjualan / Pemasaran,Digital Marketing",Banten,Full-time,3000000.0,4500000.0,3750000.0,Penjualan / Pemasaran,Banten,0.026315789473684202,0.0501043841336117,0.03958090803259604
Photography Equipment Sales,"Penjualan / Pemasaran,Penjualan Ritel",Jakarta Raya,Full-time,5000000.0,10000000.0,7500000.0,Penjualan / Pemasaran,Jakarta Raya,0.07894736842105263,0.16492693110647183,0.12689173457508732
Sales Polymer Officer,"Penjualan / Pemasaran,Penjualan Ritel",Jakarta Pusat,Full-time,8000000.0,16000000.0,12000000.0,Penjualan / Pemasaran,Jakarta Pusat,0.15789473684210528,0.29018789144050106,0.23166472642607683
Quality Control,"Manufaktur,Penjaminan Kualitas / QA",Surabaya,Full-time,4300000.0,4500000.0,4400000.0,Manufaktur,Surabaya,0.060526315789473685,0.0501043841336117,0.05471478463329452
Account Executive (Sales),"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",Jakarta Utara,Full-time,4000000.0,6000000.0,5000000.0,Penjualan / Pemasaran,Jakarta Utara,0.052631578947368425,0.08141962421711899,0.06868451688009314
PPIC Textile dan Garment,"Manufaktur,Kontrol Proses",Jakarta Barat,Full-time,4000000.0,6000000.0,5000000.0,Manufaktur,Jakarta Barat,0.052631578947368425,0.08141962421711899,0.06868451688009314
Supervisor Maintenance,"Manufaktur,Pemeliharaan",Tangerang,Contract,6499000.0,7200000.0,6849500.0,Manufaktur,Tangerang,0.11839473684210527,0.10647181628392485,0.11174621653084982
Staff Accounting,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Timur,Full-time,4417000.0,4500000.0,4458500.0,Akuntansi / Keuangan,Jakarta Timur,0.06360526315789475,0.0501043841336117,0.05607683352735738
Head of Finance,"Akuntansi / Keuangan,Keuangan / Investasi Perusahaan",Jakarta Timur,Full-time,13000000.0,20000000.0,16500000.0,Akuntansi / Keuangan,Jakarta Timur,0.2894736842105263,0.37369519832985393,0.33643771827706637
Marketing Executive,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Raya,Full-time,5500000.0,6500000.0,6000000.0,Penjualan / Pemasaran,Jakarta Raya,0.09210526315789475,0.09185803757828809,0.0919674039580908
Senior Accounting Tax Staff,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Utara,Full-time,4000000.0,7000000.0,5500000.0,Akuntansi / Keuangan,Jakarta Utara,0.052631578947368425,0.10229645093945719,0.08032596041909196
PRUVENTURE ACADEMY,"Pendidikan/Pelatihan,Pelatihan Pengembangan",Bali,Full-time,6000000.0,10000000.0,8000000.0,Pendidikan/Pelatihan,Bali,0.10526315789473684,0.16492693110647183,0.13853317811408614
Operator produksi,"Manufaktur,Manufaktur",Tangerang,Contract,3000000.0,4200000.0,3600000.0,Manufaktur,Tangerang,0.026315789473684202,0.04384133611691023,0.03608847497089638
Content Creator,"Penjualan / Pemasaran,Digital Marketing",Jakarta Pusat,Part-time,3590000.0,4440000.0,4015000.0,Penjualan / Pemasaran,Jakarta Pusat,0.041842105263157896,0.048851774530271404,0.045750873108265415
Marketing Staff,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Selatan,Full-time,4000000.0,5000000.0,4500000.0,Penjualan / Pemasaran,Jakarta Selatan,0.052631578947368425,0.0605427974947808,0.057043073341094284
Operation associate,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Raya,Full-time,5000000.0,7000000.0,6000000.0,Penjualan / Pemasaran,Jakarta Raya,0.07894736842105263,0.10229645093945719,0.0919674039580908
Teaching Assistant,"Pendidikan/Pelatihan,Pendidikan",Banten,Contract,5000000.0,7000000.0,6000000.0,Pendidikan/Pelatihan,Banten,0.07894736842105263,0.10229645093945719,0.0919674039580908
Marketing Staff,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Raya,Full-time,4500000.0,6000000.0,5250000.0,Penjualan / Pemasaran,Jakarta Raya,0.06578947368421054,0.08141962421711899,0.07450523864959255
Marketing Support,"Penjualan / Pemasaran,Penjualan - Korporasi",Jakarta Raya,Full-time,4500000.0,6000000.0,5250000.0,Penjualan / Pemasaran,Jakarta Raya,0.06578947368421054,0.08141962421711899,0.07450523864959255
Interior Architecture Designer + 3D Artist (CORONA),"Bangunan/Konstruksi,Arsitek/Desain Interior",Jakarta Raya,Full-time,7000000.0,12000000.0,9500000.0,Bangunan/Konstruksi,Jakarta Raya,0.13157894736842107,0.2066805845511482,0.17345750873108265
Staff Administrasi Gudang,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Bekasi,Full-time,3000000.0,3200000.0,3100000.0,Sumber Daya Manusia/Personalia,Bekasi,0.026315789473684202,0.02296450939457203,0.024447031431897547
Ecommerce Finance,"Penjualan / Pemasaran,E-commerce",Jakarta Utara,Internship,5000000.0,6500000.0,5750000.0,Penjualan / Pemasaran,Jakarta Utara,0.07894736842105263,0.09185803757828809,0.0861466821885914
Admin Support,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Jakarta Timur,Contract,4800000.0,5000000.0,4900000.0,Sumber Daya Manusia/Personalia,Jakarta Timur,0.0736842105263158,0.0605427974947808,0.06635622817229336
Frontend Engineer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,15000000.0,30000000.0,22500000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.34210526315789475,0.5824634655532359,0.47613504074505236
UI/UX Designer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,15000000.0,30000000.0,22500000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.34210526315789475,0.5824634655532359,0.47613504074505236
Mobile Developer (Area Jakarta),"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,14500000.0,16000000.0,15250000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.32894736842105265,0.29018789144050106,0.30733410942956924
Backend Developer (Area Jakarta),"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,16000000.0,17000000.0,16500000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.368421052631579,0.3110647181628393,0.33643771827706637
Legal Intern,"Pelayanan,Pengacara / Asisten Legal",Cikupa,Internship,3000000.0,4200000.0,3600000.0,Pelayanan,Cikupa,0.026315789473684202,0.04384133611691023,0.03608847497089638
Staff Admin,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Jakarta Selatan,Full-time,3500000.0,4500000.0,4000000.0,Sumber Daya Manusia/Personalia,Jakarta Selatan,0.03947368421052632,0.0501043841336117,0.04540162980209545
Frontend Developer (Area Jakarta),"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,15000000.0,16000000.0,15500000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.34210526315789475,0.29018789144050106,0.3131548311990687
HEAD OF MARKETING,"Penjualan / Pemasaran,Digital Marketing",Jakarta Barat,Full-time,4500000.0,6300000.0,5400000.0,Penjualan / Pemasaran,Jakarta Barat,0.06578947368421054,0.08768267223382045,0.07799767171129221
Community Specialist,"Penjualan / Pemasaran,Digital Marketing",Jakarta Raya,Full-time,8000000.0,9000000.0,8500000.0,Penjualan / Pemasaran,Jakarta Raya,0.15789473684210528,0.14405010438413363,0.15017462165308498
Jewellery Consultant (Sales) - The Park Kendari,"Penjualan / Pemasaran,Penjualan Ritel",Kendari,Contract,3400000.0,6800000.0,5100000.0,Penjualan / Pemasaran,Kendari,0.03684210526315789,0.09812108559498955,0.07101280558789289
Head of Marketing,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Pusat,Full-time,40000000.0,50000000.0,45000000.0,Penjualan / Pemasaran,Jakarta Pusat,0.9999999999999999,1.0,0.9999999999999999
Admin Produksi / Gudang,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Serang,Full-time,2500000.0,3500000.0,3000000.0,Sumber Daya Manusia/Personalia,Serang,0.013157894736842098,0.029227557411273482,0.022118742724097785
Sosial Media Manager,"Penjualan / Pemasaran,Digital Marketing",Jakarta Raya,Full-time,11000000.0,14000000.0,12500000.0,Penjualan / Pemasaran,Jakarta Raya,0.2368421052631579,0.24843423799582462,0.24330616996507565
Sales (Fish Feed),"Penjualan / Pemasaran,Penjualan Ritel",Bogor,Full-time,4550000.0,5000000.0,4775000.0,Penjualan / Pemasaran,Bogor,0.06710526315789472,0.0605427974947808,0.06344586728754364
SEKRETARIS,"Sumber Daya Manusia/Personalia,Sekretaris",Surabaya,Full-time,4000000.0,5000000.0,4500000.0,Sumber Daya Manusia/Personalia,Surabaya,0.052631578947368425,0.0605427974947808,0.057043073341094284
FRONTLINER,"Pelayanan,Layanan Pelanggan",Surabaya,Full-time,4000000.0,5000000.0,4500000.0,Pelayanan,Surabaya,0.052631578947368425,0.0605427974947808,0.057043073341094284
Dokter,"Layanan Kesehatan,Diagnosa/Lainnya",Jakarta Pusat,Full-time,6500000.0,9100000.0,7800000.0,Layanan Kesehatan,Jakarta Pusat,0.11842105263157895,0.14613778705636743,0.13387660069848661
Manager Operasional F B,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Jakarta Timur,Full-time,7000000.0,12000000.0,9500000.0,Hotel/Restoran,Jakarta Timur,0.13157894736842107,0.2066805845511482,0.17345750873108265
Data Analyst,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",Jakarta Pusat,Full-time,4000000.0,5600000.0,4800000.0,Komputer/Teknologi Informasi,Jakarta Pusat,0.052631578947368425,0.07306889352818371,0.06402793946449359
Piling Supervisor (Offshore - Flying Hammer),"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",Balikpapan,Contract,6500000.0,9100000.0,7800000.0,Bangunan/Konstruksi,Balikpapan,0.11842105263157895,0.14613778705636743,0.13387660069848661
Chief Finance Accounting Bekasi,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Bekasi,Full-time,9000000.0,13000000.0,11000000.0,Akuntansi / Keuangan,Bekasi,0.1842105263157895,0.22755741127348642,0.20838183934807913
Regulatory Affairs Produk Alat Kesehatan dan Obat,"Layanan Kesehatan,Farmasi",Jakarta Selatan,Full-time,4000000.0,6000000.0,5000000.0,Layanan Kesehatan,Jakarta Selatan,0.052631578947368425,0.08141962421711899,0.06868451688009314
SALES FOOD SERVICE (HORECA) BANDUNG,"Penjualan / Pemasaran,Penjualan Ritel",Bandung,Full-time,3800000.0,5500000.0,4650000.0,Penjualan / Pemasaran,Bandung,0.04736842105263158,0.07098121085594991,0.06053550640279395
SUPERVISOR SALES (Channel GT - Samarinda),"Penjualan / Pemasaran,Penjualan Ritel",Samarinda,Contract,4200000.0,5460000.0,4830000.0,Penjualan / Pemasaran,Samarinda,0.057894736842105256,0.07014613778705636,0.06472642607683352
Account Executive,"Penjualan / Pemasaran,Penjualan - Korporasi",Jakarta Raya,Full-time,6000000.0,8400000.0,7200000.0,Penjualan / Pemasaran,Jakarta Raya,0.10526315789473684,0.1315240083507307,0.11990686845168799
Sales Executive,"Penjualan / Pemasaran,Penjualan Ritel",Cikupa,Full-time,4500000.0,6300000.0,5400000.0,Penjualan / Pemasaran,Cikupa,0.06578947368421054,0.08768267223382045,0.07799767171129221
Front End Web Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Selatan,Full-time,4500000.0,6300000.0,5400000.0,Komputer/Teknologi Informasi,Jakarta Selatan,0.06578947368421054,0.08768267223382045,0.07799767171129221
Supervisor Budgeting,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Tangerang,Full-time,5750000.0,8050000.0,6900000.0,Akuntansi / Keuangan,Tangerang,0.09868421052631579,0.12421711899791232,0.1129220023282887
Procurement Officer,"Manufaktur,Pembelian/Manajemen Material",Jakarta Selatan,Full-time,7000000.0,9800000.0,8400000.0,Manufaktur,Jakarta Selatan,0.13157894736842107,0.16075156576200417,0.1478463329452852
Mentor Javascript - Bootcamp IT,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Bandung,Full-time,3500000.0,7000000.0,5250000.0,Komputer/Teknologi Informasi,Bandung,0.03947368421052632,0.10229645093945719,0.07450523864959255
Sales Execlusive,"Penjualan / Pemasaran,Penjualan - Korporasi",Jakarta Utara,Full-time,6000000.0,7000000.0,6500000.0,Penjualan / Pemasaran,Jakarta Utara,0.10526315789473684,0.10229645093945719,0.10360884749708962
"Teritory Representative (Area Tarakan, Palangkaraya, Banjarmasin,Mamuju,Palu,Jambi,Riau)","Penjualan / Pemasaran,Penjualan - Korporasi","Pekanbaru,Palangkaraya,Banjarmasin,Mamuju,Manado,Palu,Jambi",Full-time,5000000.0,6500000.0,5750000.0,Penjualan / Pemasaran,Pekanbaru,0.07894736842105263,0.09185803757828809,0.0861466821885914
HR Supervisor,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Bekasi,Full-time,5000000.0,7000000.0,6000000.0,Sumber Daya Manusia/Personalia,Bekasi,0.07894736842105263,0.10229645093945719,0.0919674039580908
Senior Fullstack Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Pusat,Full-time,15000000.0,25000000.0,20000000.0,Komputer/Teknologi Informasi,Jakarta Pusat,0.34210526315789475,0.47807933194154495,0.4179278230500582
Sales Retail,"Penjualan / Pemasaran,Penjualan Ritel,Penjualan - Korporasi",Jakarta Raya,Full-time,3000000.0,4200000.0,3600000.0,Penjualan / Pemasaran,Jakarta Raya,0.026315789473684202,0.04384133611691023,0.03608847497089638
Staff Accounting,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Selatan,Full-time,6000000.0,8000000.0,7000000.0,Akuntansi / Keuangan,Jakarta Selatan,0.10526315789473684,0.1231732776617954,0.11525029103608847
Accounting and Tax Supervisor,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Raya,Full-time,6000000.0,8000000.0,7000000.0,Akuntansi / Keuangan,Jakarta Raya,0.10526315789473684,0.1231732776617954,0.11525029103608847
Odoo Business Analyst (Full-WFH During COVID-19),"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Surabaya,Full-time,4500000.0,8500000.0,6500000.0,Komputer/Teknologi Informasi,Surabaya,0.06578947368421054,0.13361169102296452,0.10360884749708962
Senior Accountant,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Selatan,Full-time,10000000.0,15000000.0,12500000.0,Akuntansi / Keuangan,Jakarta Selatan,0.21052631578947367,0.26931106471816285,0.24330616996507565
Secretary,"Sumber Daya Manusia/Personalia,Sekretaris",Jakarta Selatan,Full-time,7000000.0,10000000.0,8500000.0,Sumber Daya Manusia/Personalia,Jakarta Selatan,0.13157894736842107,0.16492693110647183,0.15017462165308498
JUNIOR CONSULTANT,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Surabaya,Full-time,3500000.0,4300000.0,3900000.0,Akuntansi / Keuangan,Surabaya,0.03947368421052632,0.04592901878914405,0.04307334109429569
SALES DEVELOPMENT,"Penjualan / Pemasaran,Penjualan Ritel",Bogor,Full-time,3000000.0,4200000.0,3600000.0,Penjualan / Pemasaran,Bogor,0.026315789473684202,0.04384133611691023,0.03608847497089638
PLANNER,"Pelayanan,Logistik/Rantai Pasokan",Bekasi,Full-time,5000000.0,7000000.0,6000000.0,Pelayanan,Bekasi,0.07894736842105263,0.10229645093945719,0.0919674039580908
Teacher,"Pendidikan/Pelatihan,Pendidikan",Purbalingga,Full-time,5000000.0,7000000.0,6000000.0,Pendidikan/Pelatihan,Purbalingga,0.07894736842105263,0.10229645093945719,0.0919674039580908
FIRST DEVELOPMENT PROGRAM (FDP),"Sains,Pertanian","Kalimantan Barat,Kalimantan Tengah",Full-time,5000000.0,6000000.0,5500000.0,Sains,Kalimantan Barat,0.07894736842105263,0.08141962421711899,0.08032596041909196
Marketing Officer (Domisili Mataram),"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Mataram,Full-time,4250000.0,5525000.0,4887500.0,Penjualan / Pemasaran,Mataram,0.05921052631578947,0.07150313152400836,0.06606519208381839
Sales Specialist,"Penjualan / Pemasaran,Penjualan Ritel",Jakarta Raya,Full-time,5000000.0,7000000.0,6000000.0,Penjualan / Pemasaran,Jakarta Raya,0.07894736842105263,0.10229645093945719,0.0919674039580908
Mekanik,"Teknik,Mekanikal",Tangerang,Full-time,2500000.0,3000000.0,2750000.0,Teknik,Tangerang,0.013157894736842098,0.01878914405010438,0.016298020954598362
